,Nycticebus_coucang,Otolemur_garnettii,Daubentonia_madagascariensis,Propithecus_coquereli,Indri_indri,Cheirogaleus_medius,Microcebus_murinus,Mirza_coquereli,Lemur_catta,Eulemur_fulvus,Eulemur_flavifrons,Pithecia_pithecia,Callicebus_donacophilus,Saguinus_imperator,Callithrix_jacchus,Aotus_nancymaae,Saimiri_boliviensis,Cebus_albifrons,Cebus_capucinus,Alouatta_palliata,Ateles_geoffroyi,Mandrillus_leucophaeus,Cercocebus_atys,Papio_anubis,Macaca_mulatta,Macaca_fascicularis,Macaca_nemestrina,Erythrocebus_patas,Chlorocebus_sabaeus,Cercopithecus_neglectus,Rhinopithecus_roxellana,Rhinopithecus_bieti,Pygathrix_nemaeus,Nasalis_larvatus,Semnopithecus_entellus,Piliocolobus_tephrosceles,Colobus_angolensis,Nomascus_leucogenys,Gorilla_gorilla,Pan_troglodytes,Pan_paniscus,Homo_sapiens,Pongo_abelii,Carlito_syrichta,Galeopterus_variegatus,Tupaia_tana,Tupaia_chinensis,Oryctolagus_cuniculus,Lepus_americanus,Ochotona_princeps,Ctenodactylus_gundi,Petromus_typicus,Thryonomys_swinderianus,Heterocephalus_glaber,Fukomys_damarensis,Dolichotis_patagonum,Hydrochoerus_hydrochaeris,Cavia_tschudii,Cavia_porcellus,Cavia_aperea,Dasyprocta_punctata,Cuniculus_paca,Octodon_degus,Ctenomys_sociabilis,Myocastor_coypus,Capromys_pilorides,Chinchilla_lanigera,Dinomys_branickii,Hystrix_cristata,Rattus_norvegicus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Acomys_cahirinus,Meriones_unguiculatus,Psammomys_obesus,Mesocricetus_auratus,Cricetulus_griseus,Microtus_ochrogaster,Ondatra_zibethicus,Ellobius_talpinus,Ellobius_lutescens,Sigmodon_hispidus,Peromyscus_maniculatus,Onychomys_torridus,Cricetomys_gambianus,Nannospalax_galili,Jaculus_jaculus,Allactaga_bullata,Zapus_hudsonius,Perognathus_longimembris,Dipodomys_stephensi,Dipodomys_ordii,Castor_canadensis,Xerus_inauris,Spermophilus_dauricus,Ictidomys_tridecemlineatus,Marmota_marmota,Aplodontia_rufa,Muscardinus_avellanarius,Glis_glis,Graphiurus_murinus,Solenodon_paradoxus,Erinaceus_europaeus,Crocidura_indochinensis,Sorex_araneus,Uropsilus_gracilis,Condylura_cristata,Scalopus_aquaticus,Megaderma_lyra,Craseonycteris_thonglongyai,Hipposideros_armiger,Hipposideros_galeritus,Rhinolophus_sinicus,Macroglossus_sobrinus,Eidolon_helvum,Pteropus_vampyrus,Pteropus_alecto,Rousettus_aegyptiacus,Noctilio_leporinus,Pteronotus_parnellii,Mormoops_blainvillei,Carollia_perspicillata,Artibeus_jamaicensis,Anoura_caudifer,Tonatia_saurophila,Micronycteris_hirsuta,Desmodus_rotundus,Pipistrellus_pipistrellus,Eptesicus_fuscus,Lasiurus_borealis,Murina_feae,Myotis_myotis,Myotis_brandtii,Myotis_lucifugus,Myotis_davidii,Miniopterus_natalensis,Miniopterus_schreibersii,Tadarida_brasiliensis,Vicugna_pacos,Camelus_dromedarius,Camelus_ferus,Camelus_bactrianus,Hippopotamus_amphibius,Eubalaena_japonica,Balaenoptera_bonaerensis,Balaenoptera_acutorostrata,Eschrichtius_robustus,Kogia_breviceps,Platanista_gangetica,Mesoplodon_bidens,Ziphius_cavirostris,Inia_geoffrensis,Lipotes_vexillifer,Neophocaena_asiaeorientalis,Phocoena_phocoena,Delphinapterus_leucas,Monodon_monoceros,Tursiops_truncatus,Orcinus_orca,Tragulus_javanicus,Moschus_moschiferus,Bubalus_bubalis,Bos_taurus,Bos_indicus,Bos_mutus,Bison_bison,Beatragus_hunteri,Ammotragus_lervia,Hemitragus_hylocrius,Capra_hircus,Capra_aegagrus,Ovis_aries,Ovis_canadensis,Pantholops_hodgsonii,Saiga_tatarica,Okapia_johnstoni,Giraffa_tippelskirchi,Antilocapra_americana,Odocoileus_virginianus,Rangifer_tarandus,Elaphurus_davidianus,Catagonus_wagneri,Sus_scrofa,Cryptoprocta_ferox,Mungos_mungo,Suricata_suricatta,Helogale_parvula,Hyaena_hyaena,Paradoxurus_hermaphroditus,Panthera_tigris,Panthera_pardus,Panthera_onca,Felis_catus,Felis_nigripes,Puma_concolor,Acinonyx_jubatus,Lycaon_pictus,Canis_lupus,Canis_lupus_familiaris,Vulpes_lagopus,Pteronura_brasiliensis,Enhydra_lutris,Mustela_putorius,Mellivora_capensis,Ailurus_fulgens,Spilogale_gracilis,Zalophus_californianus,Odobenus_rosmarus,Leptonychotes_weddellii,Mirounga_angustirostris,Neomonachus_schauinslandi,Ailuropoda_melanoleuca,Ursus_maritimus,Manis_javanica,Manis_pentadactyla,Equus_caballus,Equus_przewalskii,Equus_asinus,Tapirus_indicus,Tapirus_terrestris,Dicerorhinus_sumatrensis,Diceros_bicornis,Ceratotherium_simum,Ceratotherium_simum_cottoni,Dasypus_novemcinctus,Tolypeutes_matacus,Chaetophractus_vellerosus,Tamandua_tetradactyla,Myrmecophaga_tridactyla,Choloepus_didactylus,Choloepus_hoffmanni,Trichechus_manatus,Procavia_capensis,Heterohyrax_brucei,Loxodonta_africana,Microgale_talazaci,Echinops_telfairi,Chrysochloris_asiatica,Elephantulus_edwardii,Orycteropus_afer
Tursiops_truncatus,0.61667,0.60386,0.63886,0.65954,0.66034,0.63025,0.66987,0.66906,0.62025,0.65846,0.65775,0.60781,0.60878,0.62314,0.61315,0.62723,0.61732,0.62740,0.62734,0.61940,0.61641,0.58624,0.58654,0.58722,0.59576,0.59507,0.58378,0.58745,0.58763,0.58904,0.59989,0.60012,0.60019,0.59096,0.59019,0.59120,0.59021,0.57630,0.57815,0.57555,0.57552,0.57512,0.58177,0.55693,0.50935,0.55372,0.54262,0.60230,0.61665,0.64203,0.49772,0.73681,0.73485,0.71078,0.73271,0.75907,0.75872,0.74515,0.74483,0.75157,0.75452,0.73573,0.76014,0.78230,0.77943,0.78234,0.73368,0.75655,0.68383,0.82349,0.82388,0.82960,0.82505,0.82249,0.82884,0.83625,0.79603,0.72000,0.68243,0.68599,0.69714,0.69604,0.69556,0.70082,0.68090,0.68125,0.67208,0.71063,0.60493,0.62386,0.61833,0.52978,0.52142,0.52027,0.50666,0.47992,0.66093,0.51232,0.52949,0.59647,0.49978,0.47992,0.51349,0.37476,0.55880,0.48749,0.61191,0.39580,0.55500,0.57770,0.55555,0.44963,0.43582,0.46588,0.46238,0.40805,0.41668,0.44537,0.42166,0.42795,0.37990,0.48070,0.49171,0.40545,0.46538,0.39931,0.45064,0.39098,0.44275,0.43960,0.43066,0.43197,0.49020,0.48611,0.49695,0.48977,0.46421,0.48117,0.48077,0.46950,0.49276,0.45354,0.45449,0.45307,0.12288,0.10325,0.10443,0.10468,0.10452,0.09649,0.09510,0.09317,0.09299,0.08745,0.08808,0.07203,0.07260,0.07167,0.07164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orcinus_orca,0.57558,0.56277,0.59777,0.61845,0.61925,0.58916,0.62878,0.62797,0.57916,0.61737,0.61666,0.56672,0.56769,0.58205,0.57206,0.58614,0.57623,0.58631,0.58625,0.57831,0.57532,0.54515,0.54545,0.54613,0.55467,0.55398,0.54269,0.54636,0.54654,0.54795,0.55880,0.55903,0.55910,0.54987,0.54910,0.55011,0.54912,0.53521,0.53706,0.53446,0.53443,0.53403,0.54068,0.51584,0.46826,0.51263,0.50153,0.56121,0.57556,0.60094,0.45663,0.69572,0.69376,0.66969,0.69162,0.71798,0.71763,0.70406,0.70374,0.71048,0.71343,0.69464,0.71905,0.74121,0.73834,0.74125,0.69259,0.71546,0.64274,0.78240,0.78279,0.78851,0.78396,0.78140,0.78775,0.79516,0.75494,0.67891,0.64134,0.64490,0.65605,0.65495,0.65447,0.65973,0.63981,0.64016,0.63099,0.66954,0.56384,0.58277,0.57724,0.48869,0.48033,0.47918,0.46557,0.43883,0.61984,0.47123,0.48840,0.55538,0.45869,0.43883,0.47240,0.33367,0.51771,0.44640,0.57082,0.35471,0.51391,0.53661,0.51446,0.40854,0.39473,0.42479,0.42129,0.36696,0.37559,0.40428,0.38057,0.38686,0.33881,0.43961,0.45062,0.36436,0.42429,0.35822,0.40955,0.34989,0.40166,0.39851,0.38957,0.39088,0.44911,0.44502,0.45586,0.44868,0.42312,0.44008,0.43968,0.42841,0.45167,0.41245,0.41340,0.41198,0.08179,0.06216,0.06334,0.06359,0.06343,0.05540,0.05401,0.05208,0.05190,0.04636,0.04699,0.03094,0.03151,0.03058,0.03055,0.05001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tragulus_javanicus,0.57218,0.55937,0.59437,0.61505,0.61585,0.58576,0.62538,0.62457,0.57576,0.61397,0.61326,0.56332,0.56429,0.57865,0.56866,0.58274,0.57283,0.58291,0.58285,0.57491,0.57192,0.54175,0.54205,0.54273,0.55127,0.55058,0.53929,0.54296,0.54314,0.54455,0.55540,0.55563,0.55570,0.54647,0.54570,0.54671,0.54572,0.53181,0.53366,0.53106,0.53103,0.53063,0.53728,0.51244,0.46486,0.50923,0.49813,0.55781,0.57216,0.59754,0.45323,0.69232,0.69036,0.66629,0.68822,0.71458,0.71423,0.70066,0.70034,0.70708,0.71003,0.69124,0.71565,0.73781,0.73494,0.73785,0.68919,0.71206,0.63934,0.77900,0.77939,0.78511,0.78056,0.77800,0.78435,0.79176,0.75154,0.67551,0.63794,0.64150,0.65265,0.65155,0.65107,0.65633,0.63641,0.63676,0.62759,0.66614,0.56044,0.57937,0.57384,0.48529,0.47693,0.47578,0.46217,0.43543,0.61644,0.46783,0.48500,0.55198,0.45529,0.43543,0.46900,0.33027,0.51431,0.44300,0.56742,0.35131,0.51051,0.53321,0.51106,0.40514,0.39133,0.42139,0.41789,0.36356,0.37219,0.40088,0.37717,0.38346,0.33541,0.43621,0.44722,0.36096,0.42089,0.35482,0.40615,0.34649,0.39826,0.39511,0.38617,0.38748,0.44571,0.44162,0.45246,0.44528,0.41972,0.43668,0.43628,0.42501,0.44827,0.40905,0.41000,0.40858,0.33833,0.33870,0.33988,0.34013,0.33997,0.35194,0.37055,0.36862,0.36844,0.36728,0.36791,0.36554,0.36611,0.36518,0.36515,0.40461,0.36352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moschus_moschiferus,0.59342,0.58061,0.61561,0.63629,0.63709,0.60700,0.64662,0.64581,0.59700,0.63521,0.63450,0.58456,0.58553,0.59989,0.58990,0.60398,0.59407,0.60415,0.60409,0.59615,0.59316,0.56299,0.56329,0.56397,0.57251,0.57182,0.56053,0.56420,0.56438,0.56579,0.57664,0.57687,0.57694,0.56771,0.56694,0.56795,0.56696,0.55305,0.55490,0.55230,0.55227,0.55187,0.55852,0.53368,0.48610,0.53047,0.51937,0.57905,0.59340,0.61878,0.47447,0.71356,0.71160,0.68753,0.70946,0.73582,0.73547,0.72190,0.72158,0.72832,0.73127,0.71248,0.73689,0.75905,0.75618,0.75909,0.71043,0.73330,0.66058,0.80024,0.80063,0.80635,0.80180,0.79924,0.80559,0.81300,0.77278,0.69675,0.65918,0.66274,0.67389,0.67279,0.67231,0.67757,0.65765,0.65800,0.64883,0.68738,0.58168,0.60061,0.59508,0.50653,0.49817,0.49702,0.48341,0.45667,0.63768,0.48907,0.50624,0.57322,0.47653,0.45667,0.49024,0.35151,0.53555,0.46424,0.58866,0.37255,0.53175,0.55445,0.53230,0.42638,0.41257,0.44263,0.43913,0.38480,0.39343,0.42212,0.39841,0.40470,0.35665,0.45745,0.46846,0.38220,0.44213,0.37606,0.42739,0.36773,0.41950,0.41635,0.40741,0.40872,0.46695,0.46286,0.47370,0.46652,0.44096,0.45792,0.45752,0.44625,0.46951,0.43029,0.43124,0.42982,0.35957,0.35994,0.36112,0.36137,0.36121,0.37318,0.39179,0.38986,0.38968,0.38852,0.38915,0.38678,0.38735,0.38642,0.38639,0.42585,0.38476,0.12862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubalus_bubalis,0.58328,0.57047,0.60547,0.62615,0.62695,0.59686,0.63648,0.63567,0.58686,0.62507,0.62436,0.57442,0.57539,0.58975,0.57976,0.59384,0.58393,0.59401,0.59395,0.58601,0.58302,0.55285,0.55315,0.55383,0.56237,0.56168,0.55039,0.55406,0.55424,0.55565,0.56650,0.56673,0.56680,0.55757,0.55680,0.55781,0.55682,0.54291,0.54476,0.54216,0.54213,0.54173,0.54838,0.52354,0.47596,0.52033,0.50923,0.56891,0.58326,0.60864,0.46433,0.70342,0.70146,0.67739,0.69932,0.72568,0.72533,0.71176,0.71144,0.71818,0.72113,0.70234,0.72675,0.74891,0.74604,0.74895,0.70029,0.72316,0.65044,0.79010,0.79049,0.79621,0.79166,0.78910,0.79545,0.80286,0.76264,0.68661,0.64904,0.65260,0.66375,0.66265,0.66217,0.66743,0.64751,0.64786,0.63869,0.67724,0.57154,0.59047,0.58494,0.49639,0.48803,0.48688,0.47327,0.44653,0.62754,0.47893,0.49610,0.56308,0.46639,0.44653,0.48010,0.34137,0.52541,0.45410,0.57852,0.36241,0.52161,0.54431,0.52216,0.41624,0.40243,0.43249,0.42899,0.37466,0.38329,0.41198,0.38827,0.39456,0.34651,0.44731,0.45832,0.37206,0.43199,0.36592,0.41725,0.35759,0.40936,0.40621,0.39727,0.39858,0.45681,0.45272,0.46356,0.45638,0.43082,0.44778,0.44738,0.43611,0.45937,0.42015,0.42110,0.41968,0.34943,0.34980,0.35098,0.35123,0.35107,0.36304,0.38165,0.37972,0.37954,0.37838,0.37901,0.37664,0.37721,0.37628,0.37625,0.41571,0.37462,0.11848,0.05972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos_taurus,0.58710,0.57429,0.60929,0.62997,0.63077,0.60068,0.64030,0.63949,0.59068,0.62889,0.62818,0.57824,0.57921,0.59357,0.58358,0.59766,0.58775,0.59783,0.59777,0.58983,0.58684,0.55667,0.55697,0.55765,0.56619,0.56550,0.55421,0.55788,0.55806,0.55947,0.57032,0.57055,0.57062,0.56139,0.56062,0.56163,0.56064,0.54673,0.54858,0.54598,0.54595,0.54555,0.55220,0.52736,0.47978,0.52415,0.51305,0.57273,0.58708,0.61246,0.46815,0.70724,0.70528,0.68121,0.70314,0.72950,0.72915,0.71558,0.71526,0.72200,0.72495,0.70616,0.73057,0.75273,0.74986,0.75277,0.70411,0.72698,0.65426,0.79392,0.79431,0.80003,0.79548,0.79292,0.79927,0.80668,0.76646,0.69043,0.65286,0.65642,0.66757,0.66647,0.66599,0.67125,0.65133,0.65168,0.64251,0.68106,0.57536,0.59429,0.58876,0.50021,0.49185,0.49070,0.47709,0.45035,0.63136,0.48275,0.49992,0.56690,0.47021,0.45035,0.48392,0.34519,0.52923,0.45792,0.58234,0.36623,0.52543,0.54813,0.52598,0.42006,0.40625,0.43631,0.43281,0.37848,0.38711,0.41580,0.39209,0.39838,0.35033,0.45113,0.46214,0.37588,0.43581,0.36974,0.42107,0.36141,0.41318,0.41003,0.40109,0.40240,0.46063,0.45654,0.46738,0.46020,0.43464,0.45160,0.45120,0.43993,0.46319,0.42397,0.42492,0.42350,0.35325,0.35362,0.35480,0.35505,0.35489,0.36686,0.38547,0.38354,0.38336,0.38220,0.38283,0.38046,0.38103,0.38010,0.38007,0.41953,0.37844,0.12230,0.06354,0.03982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos_indicus,0.58539,0.57258,0.60758,0.62826,0.62906,0.59897,0.63859,0.63778,0.58897,0.62718,0.62647,0.57653,0.57750,0.59186,0.58187,0.59595,0.58604,0.59612,0.59606,0.58812,0.58513,0.55496,0.55526,0.55594,0.56448,0.56379,0.55250,0.55617,0.55635,0.55776,0.56861,0.56884,0.56891,0.55968,0.55891,0.55992,0.55893,0.54502,0.54687,0.54427,0.54424,0.54384,0.55049,0.52565,0.47807,0.52244,0.51134,0.57102,0.58537,0.61075,0.46644,0.70553,0.70357,0.67950,0.70143,0.72779,0.72744,0.71387,0.71355,0.72029,0.72324,0.70445,0.72886,0.75102,0.74815,0.75106,0.70240,0.72527,0.65255,0.79221,0.79260,0.79832,0.79377,0.79121,0.79756,0.80497,0.76475,0.68872,0.65115,0.65471,0.66586,0.66476,0.66428,0.66954,0.64962,0.64997,0.64080,0.67935,0.57365,0.59258,0.58705,0.49850,0.49014,0.48899,0.47538,0.44864,0.62965,0.48104,0.49821,0.56519,0.46850,0.44864,0.48221,0.34348,0.52752,0.45621,0.58063,0.36452,0.52372,0.54642,0.52427,0.41835,0.40454,0.43460,0.43110,0.37677,0.38540,0.41409,0.39038,0.39667,0.34862,0.44942,0.46043,0.37417,0.43410,0.36803,0.41936,0.35970,0.41147,0.40832,0.39938,0.40069,0.45892,0.45483,0.46567,0.45849,0.43293,0.44989,0.44949,0.43822,0.46148,0.42226,0.42321,0.42179,0.35154,0.35191,0.35309,0.35334,0.35318,0.36515,0.38376,0.38183,0.38165,0.38049,0.38112,0.37875,0.37932,0.37839,0.37836,0.41782,0.37673,0.12059,0.06183,0.03811,0.00649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bos_mutus,0.58991,0.57710,0.61210,0.63278,0.63358,0.60349,0.64311,0.64230,0.59349,0.63170,0.63099,0.58105,0.58202,0.59638,0.58639,0.60047,0.59056,0.60064,0.60058,0.59264,0.58965,0.55948,0.55978,0.56046,0.56900,0.56831,0.55702,0.56069,0.56087,0.56228,0.57313,0.57336,0.57343,0.56420,0.56343,0.56444,0.56345,0.54954,0.55139,0.54879,0.54876,0.54836,0.55501,0.53017,0.48259,0.52696,0.51586,0.57554,0.58989,0.61527,0.47096,0.71005,0.70809,0.68402,0.70595,0.73231,0.73196,0.71839,0.71807,0.72481,0.72776,0.70897,0.73338,0.75554,0.75267,0.75558,0.70692,0.72979,0.65707,0.79673,0.79712,0.80284,0.79829,0.79573,0.80208,0.80949,0.76927,0.69324,0.65567,0.65923,0.67038,0.66928,0.66880,0.67406,0.65414,0.65449,0.64532,0.68387,0.57817,0.59710,0.59157,0.50302,0.49466,0.49351,0.47990,0.45316,0.63417,0.48556,0.50273,0.56971,0.47302,0.45316,0.48673,0.34800,0.53204,0.46073,0.58515,0.36904,0.52824,0.55094,0.52879,0.42287,0.40906,0.43912,0.43562,0.38129,0.38992,0.41861,0.39490,0.40119,0.35314,0.45394,0.46495,0.37869,0.43862,0.37255,0.42388,0.36422,0.41599,0.41284,0.40390,0.40521,0.46344,0.45935,0.47019,0.46301,0.43745,0.45441,0.45401,0.44274,0.46600,0.42678,0.42773,0.42631,0.35606,0.35643,0.35761,0.35786,0.35770,0.36967,0.38828,0.38635,0.38617,0.38501,0.38564,0.38327,0.38384,0.38291,0.38288,0.42234,0.38125,0.12511,0.06635,0.04263,0.01119,0.00948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bison_bison,0.57891,0.56610,0.60110,0.62178,0.62258,0.59249,0.63211,0.63130,0.58249,0.62070,0.61999,0.57005,0.57102,0.58538,0.57539,0.58947,0.57956,0.58964,0.58958,0.58164,0.57865,0.54848,0.54878,0.54946,0.55800,0.55731,0.54602,0.54969,0.54987,0.55128,0.56213,0.56236,0.56243,0.55320,0.55243,0.55344,0.55245,0.53854,0.54039,0.53779,0.53776,0.53736,0.54401,0.51917,0.47159,0.51596,0.50486,0.56454,0.57889,0.60427,0.45996,0.69905,0.69709,0.67302,0.69495,0.72131,0.72096,0.70739,0.70707,0.71381,0.71676,0.69797,0.72238,0.74454,0.74167,0.74458,0.69592,0.71879,0.64607,0.78573,0.78612,0.79184,0.78729,0.78473,0.79108,0.79849,0.75827,0.68224,0.64467,0.64823,0.65938,0.65828,0.65780,0.66306,0.64314,0.64349,0.63432,0.67287,0.56717,0.58610,0.58057,0.49202,0.48366,0.48251,0.46890,0.44216,0.62317,0.47456,0.49173,0.55871,0.46202,0.44216,0.47573,0.33700,0.52104,0.44973,0.57415,0.35804,0.51724,0.53994,0.51779,0.41187,0.39806,0.42812,0.42462,0.37029,0.37892,0.40761,0.38390,0.39019,0.34214,0.44294,0.45395,0.36769,0.42762,0.36155,0.41288,0.35322,0.40499,0.40184,0.39290,0.39421,0.45244,0.44835,0.45919,0.45201,0.42645,0.44341,0.44301,0.43174,0.45500,0.41578,0.41673,0.41531,0.34506,0.34543,0.34661,0.34686,0.34670,0.35867,0.37728,0.37535,0.37517,0.37401,0.37464,0.37227,0.37284,0.37191,0.37188,0.41134,0.37025,0.11411,0.05535,0.03163,0.02019,0.01848,0.02300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatragus_hunteri,0.60925,0.59644,0.63144,0.65212,0.65292,0.62283,0.66245,0.66164,0.61283,0.65104,0.65033,0.60039,0.60136,0.61572,0.60573,0.61981,0.60990,0.61998,0.61992,0.61198,0.60899,0.57882,0.57912,0.57980,0.58834,0.58765,0.57636,0.58003,0.58021,0.58162,0.59247,0.59270,0.59277,0.58354,0.58277,0.58378,0.58279,0.56888,0.57073,0.56813,0.56810,0.56770,0.57435,0.54951,0.50193,0.54630,0.53520,0.59488,0.60923,0.63461,0.49030,0.72939,0.72743,0.70336,0.72529,0.75165,0.75130,0.73773,0.73741,0.74415,0.74710,0.72831,0.75272,0.77488,0.77201,0.77492,0.72626,0.74913,0.67641,0.81607,0.81646,0.82218,0.81763,0.81507,0.82142,0.82883,0.78861,0.71258,0.67501,0.67857,0.68972,0.68862,0.68814,0.69340,0.67348,0.67383,0.66466,0.70321,0.59751,0.61644,0.61091,0.52236,0.51400,0.51285,0.49924,0.47250,0.65351,0.50490,0.52207,0.58905,0.49236,0.47250,0.50607,0.36734,0.55138,0.48007,0.60449,0.38838,0.54758,0.57028,0.54813,0.44221,0.42840,0.45846,0.45496,0.40063,0.40926,0.43795,0.41424,0.42053,0.37248,0.47328,0.48429,0.39803,0.45796,0.39189,0.44322,0.38356,0.43533,0.43218,0.42324,0.42455,0.48278,0.47869,0.48953,0.48235,0.45679,0.47375,0.47335,0.46208,0.48534,0.44612,0.44707,0.44565,0.37540,0.37577,0.37695,0.37720,0.37704,0.38901,0.40762,0.40569,0.40551,0.40435,0.40498,0.40261,0.40318,0.40225,0.40222,0.44168,0.40059,0.14445,0.08569,0.07229,0.07611,0.07440,0.07892,0.06792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammotragus_lervia,0.60779,0.59498,0.62998,0.65066,0.65146,0.62137,0.66099,0.66018,0.61137,0.64958,0.64887,0.59893,0.59990,0.61426,0.60427,0.61835,0.60844,0.61852,0.61846,0.61052,0.60753,0.57736,0.57766,0.57834,0.58688,0.58619,0.57490,0.57857,0.57875,0.58016,0.59101,0.59124,0.59131,0.58208,0.58131,0.58232,0.58133,0.56742,0.56927,0.56667,0.56664,0.56624,0.57289,0.54805,0.50047,0.54484,0.53374,0.59342,0.60777,0.63315,0.48884,0.72793,0.72597,0.70190,0.72383,0.75019,0.74984,0.73627,0.73595,0.74269,0.74564,0.72685,0.75126,0.77342,0.77055,0.77346,0.72480,0.74767,0.67495,0.81461,0.81500,0.82072,0.81617,0.81361,0.81996,0.82737,0.78715,0.71112,0.67355,0.67711,0.68826,0.68716,0.68668,0.69194,0.67202,0.67237,0.66320,0.70175,0.59605,0.61498,0.60945,0.52090,0.51254,0.51139,0.49778,0.47104,0.65205,0.50344,0.52061,0.58759,0.49090,0.47104,0.50461,0.36588,0.54992,0.47861,0.60303,0.38692,0.54612,0.56882,0.54667,0.44075,0.42694,0.45700,0.45350,0.39917,0.40780,0.43649,0.41278,0.41907,0.37102,0.47182,0.48283,0.39657,0.45650,0.39043,0.44176,0.38210,0.43387,0.43072,0.42178,0.42309,0.48132,0.47723,0.48807,0.48089,0.45533,0.47229,0.47189,0.46062,0.48388,0.44466,0.44561,0.44419,0.37394,0.37431,0.37549,0.37574,0.37558,0.38755,0.40616,0.40423,0.40405,0.40289,0.40352,0.40115,0.40172,0.40079,0.40076,0.44022,0.39913,0.14299,0.08423,0.07083,0.07465,0.07294,0.07746,0.06646,0.04304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemitragus_hylocrius,0.61299,0.60018,0.63518,0.65586,0.65666,0.62657,0.66619,0.66538,0.61657,0.65478,0.65407,0.60413,0.60510,0.61946,0.60947,0.62355,0.61364,0.62372,0.62366,0.61572,0.61273,0.58256,0.58286,0.58354,0.59208,0.59139,0.58010,0.58377,0.58395,0.58536,0.59621,0.59644,0.59651,0.58728,0.58651,0.58752,0.58653,0.57262,0.57447,0.57187,0.57184,0.57144,0.57809,0.55325,0.50567,0.55004,0.53894,0.59862,0.61297,0.63835,0.49404,0.73313,0.73117,0.70710,0.72903,0.75539,0.75504,0.74147,0.74115,0.74789,0.75084,0.73205,0.75646,0.77862,0.77575,0.77866,0.73000,0.75287,0.68015,0.81981,0.82020,0.82592,0.82137,0.81881,0.82516,0.83257,0.79235,0.71632,0.67875,0.68231,0.69346,0.69236,0.69188,0.69714,0.67722,0.67757,0.66840,0.70695,0.60125,0.62018,0.61465,0.52610,0.51774,0.51659,0.50298,0.47624,0.65725,0.50864,0.52581,0.59279,0.49610,0.47624,0.50981,0.37108,0.55512,0.48381,0.60823,0.39212,0.55132,0.57402,0.55187,0.44595,0.43214,0.46220,0.45870,0.40437,0.41300,0.44169,0.41798,0.42427,0.37622,0.47702,0.48803,0.40177,0.46170,0.39563,0.44696,0.38730,0.43907,0.43592,0.42698,0.42829,0.48652,0.48243,0.49327,0.48609,0.46053,0.47749,0.47709,0.46582,0.48908,0.44986,0.45081,0.44939,0.37914,0.37951,0.38069,0.38094,0.38078,0.39275,0.41136,0.40943,0.40925,0.40809,0.40872,0.40635,0.40692,0.40599,0.40596,0.44542,0.40433,0.14819,0.08943,0.07603,0.07985,0.07814,0.08266,0.07166,0.04824,0.03086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
